time_tick,acc_X_value,acc_Y_value,acc_Z_value
3.638549,0.113878,8.914230,0.360041
3.671909,-1.240241,12.767087,2.547372
3.705166,-2.318568,12.584224,-3.078455
3.738548,0.388024,9.458631,-2.361964
3.771838,-4.247615,17.108528,2.249133
3.805214,-0.663068,16.133605,-2.441125
3.838545,0.146949,13.898089,-1.544016
3.871960,3.532621,11.771662,4.461904
3.905209,2.078391,10.666849,3.329256
3.938606,4.582217,12.456877,1.624524
3.972333,5.731774,11.541811,-5.044613
4.005257,3.890866,7.631192,-1.763991
4.038540,3.076060,4.035421,-0.076318
4.071840,1.374171,5.914787,2.352836
4.105190,0.391167,3.083543,2.583286
4.138538,-0.130339,3.355743,-0.286716
4.171839,0.216533,4.942108,-0.639424
4.205226,4.027341,5.873037,-10.383425
4.238544,7.248255,8.523662,-14.213985
4.271881,6.382571,15.864397,-7.918955
4.305307,6.460086,8.650559,-9.531208
4.338506,2.742506,13.954055,-9.499035
4.371876,-1.052588,13.860528,9.689381
4.405209,5.835177,5.777565,-3.104642
4.438508,1.282889,9.591664,0.630446
4.471875,2.556201,7.912072,0.197828
4.505283,-0.996622,13.414293,-1.931292
4.538505,1.241139,7.435159,-1.269870
4.571876,2.273376,4.508443,-0.903394
4.605205,0.476014,7.481100,-1.689319
4.638505,0.435162,6.573216,-0.509235
4.671875,0.420796,6.248940,2.318269
4.705168,0.913570,11.502904,-3.560155
4.738532,0.582859,12.481868,-3.173927
4.771878,1.737055,12.863308,-3.159711
4.805155,0.763478,13.069067,0.323977
4.838579,0.086344,13.241455,-3.985141
4.871839,3.536661,9.165182,-1.206721
4.905190,-1.032387,16.984774,2.234169
4.938649,-1.779404,18.381840,3.104193
4.971840,4.013125,15.353366,1.194001
5.005186,4.331714,12.421262,0.816901
5.038992,1.261939,11.536573,-0.697186
5.071839,1.932040,7.996919,-1.406943
5.105200,0.876459,5.016780,-0.182564
5.138541,0.128543,4.339795,0.078862
5.171832,-0.253944,2.517743,0.636731
5.205331,0.554577,2.913099,0.147398
5.238504,1.477874,3.057056,-2.187780
5.271897,4.824189,5.458077,-9.306893
5.305207,4.404291,13.801270,-12.136941
5.338505,4.378104,14.873611,-11.836159
5.371874,4.999870,8.533389,-13.049912
5.405172,0.647804,16.585826,9.679355
5.438548,7.415107,9.424064,11.838254
5.471837,5.545019,9.384408,-9.422268
5.505310,3.999058,6.257769,3.512569
5.538508,0.261277,10.821729,-2.631172
5.571875,-2.415387,12.485459,-0.927936
5.605210,1.705930,4.940163,-1.305934
5.638506,0.795801,6.767902,-2.807302
5.671929,1.170507,6.281412,-0.668305
5.705234,-0.224015,8.350974,-0.031575
5.738549,2.512355,6.408310,-1.167365
5.771816,1.955684,8.847041,1.816965
5.805147,1.806639,12.947108,-5.312025
5.838505,0.027385,14.184056,1.267476
5.871953,-0.234042,12.943965,0.123007
5.905336,1.711915,11.418655,-8.648315
5.938506,-3.426075,16.763302,6.431055
5.971890,-1.999828,19.856721,10.026377
6.005566,2.239856,14.397597,4.864892
6.038508,4.340094,16.112954,-0.258583
6.071873,5.723992,13.776130,-1.975736
6.105199,4.049188,9.420921,-0.556672
6.138503,1.751122,5.963271,-0.250652
6.171838,1.031040,3.166594,1.388088
6.205215,0.856107,0.526743,2.595707
6.238519,-0.281029,2.753580,0.458207
6.271881,0.733699,2.441874,0.691500
6.305226,1.992795,4.077621,-0.765873
6.338505,3.301722,8.521867,-13.471008
6.371877,7.131833,17.601752,-13.195365
6.405198,6.513359,11.859054,-11.253898
6.438587,-1.440463,16.310932,-4.979369
6.471922,2.078391,15.986955,10.644402
6.505156,5.772327,8.670013,3.884881
6.538502,1.827140,11.284425,-1.306084
6.571878,5.545618,4.204668,3.509875
6.605112,0.148446,11.511583,-1.375518
6.638416,-2.185236,8.664327,-2.256915
6.671875,1.681687,2.035892,1.683633
6.705165,0.172688,6.836139,-1.334067
6.738530,-0.355103,9.223393,0.952178
6.771944,1.674654,10.224504,-1.965410
6.805260,3.372653,11.428082,-5.924215
6.838540,1.033285,12.086810,0.381889
6.871968,-0.740433,13.470858,0.119714
6.905176,0.791611,11.915769,-3.455405
6.938526,1.314613,15.246372,1.223780
6.971908,-0.668904,16.762255,5.209221
7.005223,-0.069434,17.342570,2.939586
7.038548,5.232116,14.744020,1.597438
7.071876,5.840714,12.212062,1.348133
7.105331,4.344733,7.911323,0.578969
7.138441,1.508102,5.732522,0.189897
7.171876,1.154795,3.638119,0.507140
7.205238,0.587049,2.137649,1.244131
7.238508,-0.728312,2.325002,1.310872
7.271875,-0.325024,4.869232,-0.501902
7.305162,1.459617,5.267881,-7.799540
7.338534,8.831478,15.764286,-14.922245
7.371876,5.583627,14.146496,-10.167490
7.405192,5.456131,8.769077,-14.607396
7.438547,-2.082282,12.902215,10.107782
7.471836,4.106801,15.495826,7.338340
7.505205,6.667341,6.074755,-3.477552
7.538581,1.561075,9.752081,2.703150
7.571840,2.948864,9.856382,0.637329
7.605231,-2.244345,11.537172,-2.022724
7.638606,1.709970,4.613642,-0.874962
7.671845,2.365406,3.703064,-1.157638
7.705197,0.364081,7.025886,0.899953
7.738612,0.548142,8.612550,3.306211
7.771837,3.170635,12.049400,-4.074029
7.805288,2.473149,11.671851,-8.048995
7.838604,1.460515,12.744342,-1.466501
7.871876,-1.947902,14.300479,-1.236051
7.905213,-0.358844,13.356980,-2.092308
7.938704,1.357262,14.790110,-0.786673
7.972017,-1.892834,16.285343,4.081811
8.005080,2.098443,16.782456,1.858865
8.038542,5.021419,13.791244,2.936144
8.071876,5.588266,8.703683,0.457159
8.105294,4.753857,5.096539,-1.202680
8.138538,2.831843,4.456517,-1.571850
8.171880,1.057227,2.753131,2.120141
8.205246,-0.831865,2.827653,1.407841
8.238543,-0.578220,2.935695,1.129206
8.271876,2.035892,3.501795,-4.240283
8.305223,5.214608,7.304072,-16.744896
8.338511,5.445656,20.320764,-14.068682
8.371874,6.313735,10.463783,-11.479110
8.405214,-1.331523,18.306271,-0.027534
8.438483,3.567937,13.029860,10.570778
8.471840,7.139465,6.611974,-5.121380
8.505135,-0.438454,11.548245,2.301209
8.538543,2.162790,7.304372,0.372012
8.571830,-1.777609,13.613617,-1.748129
8.605305,0.956667,7.388920,-2.164585
8.638508,3.785218,1.272863,-2.367950
8.671884,-0.921651,6.379279,-0.077365
8.705320,0.253046,6.742911,2.596455
8.738515,1.666873,9.127472,-1.149258
8.771869,2.489011,12.635551,-5.327289
8.805498,1.695754,12.052542,0.707362
8.838510,-0.993928,15.927247,1.404698
8.871864,1.627966,13.511112,-3.614176
8.905588,3.305613,12.874531,-1.599384
8.938520,2.298665,14.200816,6.074606
8.971872,1.406344,16.265889,0.742079
9.005196,4.236242,17.132621,1.031040
9.038482,2.968617,14.706909,1.160331
9.071839,1.853029,7.743424,-0.840844
9.105311,1.815917,3.737782,-1.509598
9.138508,0.191244,2.942729,-1.111847
9.171838,-0.897109,1.136239,2.545127
9.205232,-1.094040,0.909679,0.258433
9.238483,0.120014,2.724998,-1.141776
9.271839,4.286522,5.051347,-14.529432
9.305241,4.355208,11.070286,-13.227838
9.338509,1.519026,19.186470,-11.132537
9.371841,-2.910555,12.947257,-11.583711
9.405189,1.035679,12.147416,16.128068
9.438526,16.480178,8.467546,3.265209
9.471839,1.063063,15.121120,-6.619905
9.505186,1.971396,9.546921,5.895932
9.538532,0.422741,9.172813,-3.911667
9.571874,-1.463508,8.422055,-0.054620
9.605167,0.271153,3.812753,0.473919
9.638535,0.733699,4.311213,-0.073475
9.671949,-0.493522,7.306915,0.767818
9.705218,1.544016,8.065306,2.095151
9.738511,5.429794,9.947515,-5.421115
9.771904,3.607742,11.971735,-6.087625
9.805163,0.378896,12.922716,-0.169845
9.838527,-2.307345,13.410851,-0.979114
9.872043,-1.318803,13.770443,0.562059
9.905215,-2.043674,20.031654,6.492409
9.938652,-0.947988,17.570626,3.829962
9.971880,5.379215,15.179631,2.888109
10.005166,6.888663,12.536188,-0.069883
10.038622,3.101051,10.378337,-0.125550
10.071841,0.614135,7.812858,0.157424
10.105250,0.140814,4.239983,0.744623
10.138544,0.134230,1.210611,1.262687
10.171866,0.672495,0.704968,1.950446
10.205322,0.031126,2.885415,0.199324
10.238530,1.583372,5.565820,-4.471032
10.271839,3.495210,8.614496,-16.453242
10.305207,3.992025,17.074709,-10.518702
10.338508,1.355466,12.246031,-13.615862
10.371839,0.283723,16.989712,3.521996
10.405212,8.689766,11.269910,8.682882
10.438524,8.376713,7.584802,-4.548397
10.471833,-0.948138,12.529005,2.431997
10.505259,3.106438,7.655733,-1.607913
10.538632,-2.300461,11.052478,-1.709371
10.571821,-0.169845,4.944951,-1.576937
10.605323,0.367224,4.568150,3.444481
10.638622,-1.915879,10.292891,0.321583
10.671875,-0.013767,9.632516,-3.163302
10.705186,3.704262,8.035377,1.840010
10.738498,4.911132,10.672086,-5.807942
10.771876,0.496216,10.908223,-1.866347
10.805224,-1.805293,15.151648,0.633738
10.838645,1.909893,12.547711,-1.827889
10.871853,0.354205,12.830386,0.429326
10.905180,-0.769165,16.542280,4.492730
10.938508,-0.314101,15.948496,3.453610
10.971840,2.362862,15.355461,0.821390
11.005208,3.338235,13.421626,-0.242871
11.038484,3.595172,7.972827,0.358395
11.071874,3.069177,5.417973,1.590256
11.105205,0.417205,4.417759,-0.433516
11.138496,0.416307,2.615908,1.596541
11.171864,0.493522,2.147077,1.903608
11.205209,0.232994,4.236242,0.799692
11.238463,1.509748,6.584439,-3.745563
11.271875,4.726323,8.046900,-19.581229
11.305212,1.946107,17.179908,-11.799646
11.338546,3.936358,9.784254,-9.669778
11.371843,-2.014793,12.667575,-8.426095
11.405272,1.085660,12.473338,12.077682
11.438584,8.732265,6.240560,-0.831715
11.471903,0.857903,14.469575,-3.505685
11.505229,3.530676,6.193273,2.349694
11.538372,-0.648253,12.033837,-2.251228
11.571865,-2.148125,11.034222,-2.179250
11.605452,1.971247,4.415066,-0.348818
11.638566,0.839347,5.465858,-1.137885
11.671815,0.224913,7.335348,-0.889478
11.705283,2.096348,6.720016,1.397815
11.738490,2.334580,10.241563,-5.483217
11.771897,-0.342084,13.820723,-2.999892
11.805264,0.013169,12.706482,-0.858352
11.838595,-0.740134,13.745902,-2.760613
11.871878,-1.178139,15.237243,2.675167
11.905230,1.216148,15.660883,-0.296892
11.938509,1.389285,13.006217,5.114646
11.971874,2.165782,17.214775,-1.565116
12.005196,3.288254,15.201928,-0.051627
12.038509,2.593911,10.595469,0.542156
12.071876,1.632455,7.109985,0.061952
12.105212,1.536085,4.088096,0.209500
12.138488,-0.122558,2.576552,1.479969
12.171879,-0.289409,2.483025,0.069584
12.205167,0.429326,2.263200,0.049233
12.238530,1.962418,4.533583,-2.916840
12.271880,4.413270,7.365725,-12.226278
12.305279,3.978258,16.644037,-13.406961
12.338889,4.879258,12.340156,-9.805953
12.371852,1.098679,15.411129,-11.788871
12.405163,1.624374,13.796182,9.410746
12.439028,6.846464,6.941038,-0.453268
12.471838,-0.643914,12.053590,0.137971
12.505214,2.432596,7.870620,0.703322
12.538618,-2.763606,13.257467,-0.612040
12.571835,-0.678481,8.359953,-1.431784
12.605256,2.569070,3.663559,-0.224614
12.638632,-0.032024,7.484691,-0.900252
12.671888,-1.149707,8.765186,-1.489696
12.705204,1.205973,7.895012,0.122558
12.738526,1.848240,10.604747,-3.010218
12.771890,1.253110,11.633841,-4.178181
12.805164,0.618025,12.626573,-1.906601
12.838494,-0.158322,13.444072,-1.547458
12.872148,0.325174,12.507457,-3.144148
12.905271,1.422207,15.465150,-0.489931
12.938464,-2.456389,17.427118,6.793939
12.971875,1.934434,15.499867,2.537196
13.005257,3.515262,13.333187,1.985912
13.038503,2.439330,9.668880,-0.906537
13.071875,3.098357,6.679163,0.037710
13.105208,0.883193,5.779510,-0.188849
13.138506,0.807623,2.678160,0.563256
13.171876,-0.564453,3.068728,0.177776
13.205164,-0.478409,1.719697,0.061354
13.238540,1.787335,4.209306,-2.108768
13.271879,2.983132,7.723671,-13.060387
13.305166,5.982276,16.659600,-12.970602
13.338530,2.925220,12.288230,-9.655561
13.371857,-0.700179,11.939711,-13.172171
13.405171,-2.373337,13.347403,13.112014
13.438733,8.595341,9.440674,1.808734
13.471912,1.123819,14.356744,-4.420602
13.505321,1.998781,9.949610,3.257128
13.538677,-1.052738,12.059725,-2.306596
13.571863,-1.187417,8.987555,-1.428791
13.605186,2.161742,1.642481,0.569691
13.638552,1.474881,5.324895,-0.516268
13.671923,-1.299350,9.655561,0.506691
13.705198,0.030677,9.453843,-0.532430
13.738695,4.183568,9.539439,-4.494376
13.772095,1.116785,12.294515,-1.317756
13.805199,-0.903993,13.024324,1.611505
13.838866,-1.104215,14.594976,-2.335328
13.871985,0.787571,13.322113,0.182265
13.905160,-0.457608,16.130163,4.626212
13.938540,-0.281329,15.741540,2.778870
13.971844,4.661527,14.973573,2.093056
14.005248,4.573986,13.652974,0.318590
14.038506,2.220851,11.065048,-1.186669
14.071874,1.635148,4.385885,0.558916
14.105200,0.078563,4.325280,-0.943349
14.138522,-0.532280,2.711530,-0.391466
14.171840,-0.306169,2.043973,2.582388
14.205197,-1.135491,4.262430,-0.341186
14.238507,2.153212,3.191884,-3.656076
14.271876,7.173284,6.859333,-14.693890
14.305174,4.379899,10.834299,-10.492963
14.338654,0.259631,13.023426,-8.206718
14.371917,1.782247,9.828249,-15.134888
14.405208,3.031018,7.082301,-5.805099
14.438548,-1.547907,7.176128,14.874808
14.471835,10.195324,0.805678,-12.285237
14.505377,2.648082,5.622684,0.105199
14.538502,0.109838,9.197504,-4.163815
14.571835,0.627004,12.278653,-3.532172
14.605249,-1.467848,15.868437,-2.527469
14.638501,0.946941,13.878336,-6.195966
14.671835,1.520073,15.395865,-6.936998
14.705286,-0.876459,20.896291,-11.767921
14.738570,-0.831117,19.636596,-13.648185
14.771834,7.073622,3.153725,-0.616828
14.805229,5.863160,1.314913,-6.527425
14.838533,2.341613,4.072533,-3.238722
14.871948,2.358971,4.317349,-0.593634
14.905195,-5.233762,17.013206,-3.292743
14.938506,-1.050942,22.470235,-6.541941
14.971840,3.619115,28.175373,-6.183097
15.005158,7.402238,17.536657,-5.045661
15.038608,6.890609,9.374831,-3.953417
15.072123,2.085574,4.175038,0.584505
15.105190,-0.479905,0.463893,1.048398
15.138541,-2.059237,-3.611184,-3.142951
15.171845,-5.079929,-0.002095,-1.554790
15.205249,-4.264824,5.047008,-7.318737
15.238492,0.150092,8.077277,-3.707105
15.271871,13.333635,3.743019,-4.450531
15.305199,-12.645278,21.648845,28.582102
15.338507,2.767347,14.619966,-6.783015
15.371955,4.523706,9.176554,-0.496366
15.405209,-0.808970,19.116438,-3.272991
15.438504,-5.037580,26.067951,-7.578517
15.471941,0.974026,18.078963,-11.272304
15.505249,7.903841,11.547348,-13.341267
15.538574,8.449290,-1.678395,0.617277
15.572006,-0.736842,4.450980,-2.566975
15.605303,-0.390867,3.426075,-0.042050
15.638548,3.299627,0.863739,-1.609560
15.671963,1.962268,3.788959,1.452883
15.705184,-4.830624,34.774627,-3.110478
15.738605,1.039420,28.654230,-4.974730
15.772056,12.820659,16.310034,-7.006283
15.805147,9.195559,9.954548,-6.705201
15.838545,3.636773,5.528409,0.616379
15.872114,-0.855658,3.861237,1.460066
15.905220,-0.141562,-2.249433,-2.728889
15.938506,-2.408204,-2.689084,-2.610372
15.971880,-5.730128,1.191607,1.788682
16.005222,-4.587753,9.320960,-12.896678
16.038506,0.566698,6.954506,2.008059
16.071875,7.469428,19.627319,1.172452
16.105227,2.398627,16.258706,-1.997135
16.138540,7.252296,5.636900,5.935587
16.171861,4.202722,9.128369,-4.963507
16.205176,-0.247809,23.216654,-3.336738
16.238501,-5.961476,25.179222,-10.741071
16.271863,1.461114,16.631766,-8.409036
16.305240,3.851660,10.533517,-5.654708
16.338543,4.965752,-1.605669,-1.463059
16.371910,3.298729,2.908460,-11.887336
16.405165,-1.144619,4.443498,5.163729
16.438548,4.285924,-1.939373,-3.442386
16.471812,4.542412,11.421199,-3.138462
16.505152,-6.480437,34.350838,-6.304008
16.538690,6.073858,21.196175,-3.717280
16.571936,5.095941,20.329144,-9.916539
16.605161,5.339260,6.206142,-0.420347
16.638602,2.474496,3.193380,1.095237
16.671838,-0.293749,0.661871,1.198191
16.705206,-0.261726,-5.391336,-2.744751
16.738638,-3.927080,-2.384111,-0.638377
16.771859,-8.699642,10.337634,-7.069731
16.805054,-4.263627,6.267496,11.567250
16.838504,21.698527,9.522379,-13.066822
16.871853,0.386677,15.506301,19.218943
16.905190,3.822180,10.737630,1.321198
16.938509,4.231304,10.196221,-2.134357
16.971841,0.971482,21.788163,-2.944824
17.005429,-2.275920,21.328310,-12.271021
17.038514,1.622130,15.941014,-8.987555
17.071842,5.358714,10.514961,-7.472271
17.105312,5.265037,-1.984265,-6.036297
17.138505,2.127923,5.515091,-9.551410
17.171839,-1.714459,5.046858,1.571101
17.205289,3.267903,4.624117,3.338534
17.238508,-3.051070,26.847890,-2.533605
17.271877,-0.054470,25.468481,-4.086599
17.305371,8.073536,19.597390,-10.425923
17.338504,4.335156,16.748188,-5.563276
17.371872,3.252190,6.973810,0.313652
17.405350,1.271067,3.956111,1.492239
17.438503,0.906537,-2.412095,1.733165
17.471867,0.212343,-5.984221,-3.793898
17.505853,-1.579332,-3.690494,1.467548
17.538504,-7.230598,16.051002,-15.499567
17.571809,-10.002434,10.271941,11.290261
17.605533,16.771084,18.658530,-9.019130
17.638511,13.207636,13.876241,-3.375646
17.671842,8.896423,11.200475,4.201824
17.705291,4.953630,10.136065,-0.378297
17.738520,-3.964341,23.826449,-2.291782
17.772010,-5.517036,17.271939,-4.144212
17.805190,-2.568023,18.073725,-16.020325
17.838585,2.712129,2.841420,3.680319
17.871867,2.683248,-1.553743,-9.338019
17.905182,-0.572085,5.847448,-3.925883
17.938543,0.040853,2.294176,-3.127837
17.971966,4.502307,8.517228,3.687651
18.005197,-3.804522,30.498130,-2.833489
18.038593,5.120931,21.094568,-2.763157
18.071814,7.747764,17.778031,-8.173498
18.105163,6.784961,13.140746,-5.426502
18.138543,2.721706,4.660480,0.344628
18.171814,0.339839,3.990379,1.573346
18.205197,-0.397452,-1.255504,-1.334815
18.238542,-0.080358,-2.555004,-0.341186
18.271986,-4.291460,0.704968,-1.049895
18.305230,-3.502244,14.420193,-19.303790
18.338506,-1.190559,7.944694,11.955424
18.372175,-6.247294,13.890158,35.305560
18.405194,4.802790,13.307747,-13.410253
18.438507,7.437105,4.739940,2.085424
18.471936,-4.443348,19.222235,-2.518790
18.505279,-5.552950,24.612075,-0.833062
18.538463,-1.550151,15.898366,-12.005105
18.571796,0.636132,11.628903,-11.178178
18.605142,0.820193,0.994527,3.226003
18.638501,0.309611,1.901513,-8.187863
18.671808,-2.574008,6.189831,-3.928576
18.705210,1.947004,5.296462,0.372761
18.738474,3.211038,12.976138,3.283466
18.772561,-0.272350,31.600251,-2.543481
18.805222,2.421522,25.615730,-7.175230
18.838516,6.480288,16.214711,-8.314910
18.871875,2.178652,12.069153,-1.197593
18.905176,1.468297,3.538307,0.389072
18.938542,0.585104,1.929646,1.057676
18.971875,0.747018,-4.339945,-5.077385
19.005220,-0.700479,-3.541749,-1.248621
19.038540,-7.520306,13.412348,-13.454248
19.071876,-7.103551,9.717663,9.783955
19.105176,4.400550,5.681943,-35.604247
19.138506,3.323869,8.287975,-0.799991
19.171879,4.629504,7.581061,-7.296291
19.205231,8.739896,3.887275,-7.096517
19.238587,-5.193807,28.755239,-0.264269
19.271838,-6.172323,24.964783,-7.515218
19.305215,1.097481,14.113275,-11.576977
19.338535,-3.086685,10.580056,-6.913504
19.371852,1.059921,-0.889478,0.887083
19.405172,1.575740,-0.293300,-7.746417
19.438537,-2.088118,6.788702,3.445080
19.471818,3.338534,2.009256,4.082858
19.505661,2.011500,16.283397,-4.972785
19.538571,1.090448,26.181979,-2.330539
19.571874,9.850696,20.507219,-4.973683
19.605203,7.998864,18.264969,-9.866408
19.638504,4.129696,10.222708,-2.865363
19.671868,0.453268,2.626832,3.908674
19.705248,-2.033947,0.585702,-0.615631
19.738686,-0.248258,-3.927978,-0.848924
19.772011,-1.803198,-1.658193,6.358030
19.805167,-7.384879,10.832054,-15.019214
19.838543,-3.493714,9.951406,-4.210504
19.871879,29.518568,14.546342,-13.178007
19.905137,11.565005,8.367285,0.295395
19.938542,2.228333,13.352640,-0.832015
19.971881,4.488839,17.386864,-3.103744
20.005373,-2.485120,25.337394,-2.499636
20.038542,-3.538457,23.652863,-10.182454
20.071876,7.436656,13.113211,-15.199533
20.105216,1.360105,4.557526,-2.503975
20.138539,3.452113,-2.899631,-2.920432
20.171875,-1.786587,7.821538,-3.835199
20.205246,0.740433,2.396382,0.067788
20.238542,4.269762,5.706783,3.935759
20.271875,-4.835263,36.959414,-4.168005
20.305277,5.623283,21.904286,-4.421351
20.338494,11.413866,19.545015,-8.778205
20.371879,3.574072,14.442190,-1.949249
20.405206,2.319466,6.140748,1.280345
20.438510,-0.389072,2.234169,5.036383
20.471875,-1.552546,-3.488925,0.228056
20.505165,1.126512,-10.520647,1.219440
20.538619,-3.395847,0.455962,-1.936679
20.571820,-7.957114,13.123387,-18.539115
20.605343,-2.578947,11.202271,4.725575
20.638583,-6.830003,12.589760,33.780698
20.671862,1.441959,15.356210,0.446684
20.705437,5.018725,7.447430,2.317520
20.738496,0.513425,18.814757,-4.577877
20.771854,-2.966671,23.823606,-9.295221
20.805303,-1.156291,17.825767,-2.669481
20.838556,5.371134,11.001151,-21.203807
20.871876,4.107699,-1.590106,-0.780089
20.905211,-2.213818,6.687094,-11.753556
20.938682,-2.542883,8.475328,-0.349416
20.971917,3.360681,-0.857903,0.135577
21.005133,3.721919,8.898368,2.899033
21.038472,-1.952092,32.322278,-3.701718
21.071814,5.647375,25.145103,-3.873208
21.105436,7.262322,22.311314,-5.683289
21.138505,6.771942,14.209645,-4.916070
21.172036,3.630936,3.436999,1.547607
21.205169,-0.430672,3.183354,3.807066
21.238544,-1.117982,-2.254970,0.701975
21.271920,-6.321068,-4.469087,7.775597
21.305195,-12.567314,5.233912,-4.710610
21.338502,4.255097,8.617937,-23.486610
21.371902,25.569939,13.859630,29.731659
21.405278,11.585058,18.181468,-3.478450
21.438503,3.561502,12.642584,4.627708
21.471832,7.555921,13.686045,-2.535849
21.505373,-0.898606,22.444197,-3.793598
21.538537,-2.081683,20.416535,-11.034521
21.571892,3.734938,10.706205,-16.534348
21.605172,6.549423,3.995167,1.171854
21.638503,3.333596,-1.620483,-5.422761
21.672038,-1.174099,5.347940,-4.607357
21.705319,2.611419,3.862883,1.050942
21.738488,4.851424,9.086320,7.882293
21.771881,-3.362178,29.579622,-4.144960
21.805434,6.030910,20.028362,-3.047479
21.838807,8.479069,19.712166,-6.628434
21.871913,5.652014,16.202590,-6.403072
21.905201,1.970798,5.462865,1.090448
