time_tick,acc_X_value,acc_Y_value,acc_Z_value
20.896797,-6.555259,-1.456774,8.404995
20.930044,-3.288553,-0.949634,5.279553
20.963447,-2.206036,-0.634037,3.821582
20.996785,-1.097781,-0.840395,2.798473
21.030102,-1.468596,-0.679229,3.793748
21.063440,-1.407242,-0.564902,4.882550
21.096770,-1.138184,-0.663218,5.794474
21.130121,-1.834772,-1.227371,4.759244
21.163439,-1.232759,-1.857817,4.077770
21.196836,0.200222,-1.603574,3.983046
21.230138,-0.134679,-1.657745,5.971651
21.263434,-2.429753,-2.009106,6.749645
21.296946,-3.472465,-2.055795,5.662040
21.330354,-1.223481,-1.926354,4.338897
21.363444,-0.503848,-1.268823,2.358822
21.396772,-1.188764,-1.617341,5.184081
21.430273,-1.744089,-1.947004,5.729080
21.463606,-1.956282,-0.956817,4.898861
21.496740,-1.951344,-1.416221,5.387296
21.530188,-1.040318,-1.144170,4.886740
21.563444,-1.618089,0.134529,2.675766
21.596753,-1.428342,-0.491278,2.657958
21.630104,-0.363183,-0.698384,3.346016
21.663441,-2.565030,-0.863290,5.982426
21.696751,-2.925819,-1.091945,9.022123
21.730081,-3.570331,-1.288875,8.325834
21.763440,-4.241480,-2.109816,8.818908
21.796751,-6.307151,-1.628415,11.851721
21.830090,-3.743169,-1.541921,11.135231
21.863460,-4.457564,-1.990102,11.863992
21.896746,-7.124950,-1.910043,13.857386
21.930071,-4.319144,-3.776988,11.184463
21.963629,-7.786222,-2.293129,15.975582
21.997400,-5.578390,-2.316024,19.442210
22.030077,-5.004509,-2.286544,19.315912
22.063432,-9.574605,-1.834473,23.779162
22.097567,-8.068149,-2.670977,26.952640
22.130080,-8.504508,-2.482427,22.404243
22.163391,-6.609280,-2.037838,17.196519
22.196792,-6.096154,-0.193937,15.159429
22.230179,-5.233313,0.044893,11.845137
22.263408,-2.248236,-0.337894,8.819955
22.296736,-2.880327,-0.259032,7.688804
22.330115,-4.011478,-0.643315,9.966071
22.363394,-4.630252,-0.800440,9.436784
22.396755,-2.716169,-0.521206,6.522337
22.429990,-2.475244,-0.150840,5.764396
22.463415,-2.731433,0.271602,6.670035
22.496751,-2.957992,0.210997,6.256272
22.530093,-1.630659,-0.171341,2.322608
22.563749,-2.589721,0.659476,6.175914
22.597107,-4.180575,0.732502,7.794153
22.630086,-1.551947,0.736393,6.032107
22.663667,1.268673,0.865385,6.399032
22.696757,1.205823,0.656783,5.369788
22.730091,-0.171192,-0.006135,6.894499
22.763530,-0.424088,-0.114477,7.456558
22.796758,-0.713348,-0.116273,6.601948
22.830071,-0.201419,-0.595280,4.836460
22.863399,2.052952,-1.220638,0.907884
22.896762,0.752554,-1.286630,3.228696
22.930087,-0.711253,-1.600431,4.969642
22.963435,-0.249156,-1.119778,4.210354
22.996771,-1.773568,-0.803134,4.788425
23.030049,-2.455341,-1.100325,4.891229
23.063405,-1.350677,-0.832613,1.432981
23.096766,-2.355829,-0.828723,3.567039
23.130095,-2.092457,-1.140130,5.680596
23.163522,-1.734212,-1.479819,5.492345
23.196741,-1.812775,-1.080272,7.181515
23.230047,-3.759480,-0.178225,8.059769
23.263510,-4.600473,-1.211210,9.008056
23.296746,-3.816643,-1.445401,9.039631
23.330215,-5.032343,-0.681025,10.530524
23.363393,-6.007715,-0.794754,12.510450
23.396749,-4.859505,-0.983005,10.586490
23.430108,-6.411153,-0.479905,11.233846
23.463390,-10.655925,-0.277288,17.344366
23.496751,-7.210695,-1.474133,18.704321
23.530364,-10.675677,-0.220873,24.235124
23.563410,-10.058400,-0.238830,25.637129
23.596763,-9.269034,-0.231348,20.570368
23.630253,-7.933620,-0.415858,19.026053
23.663406,-9.026463,-0.066142,18.188651
23.696820,-6.583990,-0.203514,13.624392
23.730077,-6.359077,-0.418102,11.776900
23.763369,-5.865405,-0.176728,11.126103
23.796765,-4.735900,-0.288362,8.075182
23.830056,-4.138825,-0.686711,7.746417
23.863414,-4.972934,-0.827525,9.960683
23.896735,-4.617532,-0.729210,6.499592
23.930034,-5.086962,-0.804181,7.308412
23.963480,-4.921008,-0.384732,7.660073
23.996734,-2.945123,-0.142460,5.363353
24.029983,-2.617405,-0.149194,3.068578
24.063336,-1.572448,0.175980,2.521783
24.096737,-2.317071,-0.123455,4.593739
24.130063,-3.722518,-0.519710,5.738807
24.163583,0.484694,-1.347385,4.460108
24.196831,2.629825,0.551434,6.965430
24.230067,-2.043524,0.783830,8.422204
24.263606,-1.565415,0.220424,7.310806
24.296727,2.382765,0.210997,2.234917
24.330064,4.008935,-0.171192,0.894416
24.363710,-0.266364,-1.018620,3.133374
24.396721,-1.936230,-1.796015,6.372395
24.430048,-1.737205,-1.705780,6.816984
24.463409,-0.765274,-1.509748,5.732372
24.496680,-2.397729,-1.387489,6.077599
24.530071,-3.207597,-1.925306,6.113962
24.563437,-1.323293,-2.317520,3.325665
24.596734,-0.941104,-0.874962,2.255269
24.630386,-1.550900,-0.808222,3.789857
24.663361,-2.338321,-1.125764,4.708964
24.697024,-3.568535,-0.685963,5.379065
24.730084,-3.883983,-1.077729,8.450636
24.763355,-6.385564,0.058061,8.723735
24.797035,-5.011093,-0.494420,7.744172
24.830051,-6.935801,-0.556522,11.088393
24.863321,-7.700476,-0.255740,13.109321
24.896753,-5.789237,-0.445337,12.009744
24.930069,-7.569240,-0.841143,15.811274
24.963528,-6.593418,-1.677797,21.294640
24.996688,-8.220935,-3.184252,22.758148
25.030161,-8.221084,-3.421586,26.031887
25.063639,-11.392318,-3.021890,23.727386
25.096707,-5.090853,-3.499700,11.619176
25.130059,-10.968678,-1.743789,13.722109
25.163662,-7.145301,-1.987258,15.956876
25.196718,-4.717793,-1.261640,12.295562
25.230189,-5.862711,-0.740433,14.540207
25.263832,-7.162211,-1.443157,13.644294
25.296702,-6.060689,-2.774680,8.961817
25.330190,-6.973511,-2.142737,9.942128
25.363676,-6.810550,-1.298901,9.460726
25.396728,-3.990977,-1.166467,3.570481
25.430089,-1.962418,-1.148959,4.798600
25.463562,-1.589657,-0.210997,6.339175
25.496723,-1.829086,0.478857,4.869980
25.530064,-0.581512,-0.274595,3.010666
25.563757,-1.002458,-0.736992,5.447901
25.596722,-2.895441,-0.793557,6.891656
25.630017,-2.173414,-1.265530,4.199580
25.663621,0.196332,-1.325837,1.791974
25.696836,-1.265979,-0.719932,4.309567
25.730059,-0.520458,-0.680875,5.416326
25.763862,-0.020800,-0.490081,4.590148
25.796726,0.503249,-0.586151,3.625699
25.830150,0.511779,-0.587797,2.653768
25.863689,-1.213904,-0.479606,4.149449
25.896720,-1.694557,-0.875561,5.115394
25.930189,-1.965859,-1.287229,4.762237
25.963826,-1.379558,-1.089550,3.462738
25.996770,-0.850571,-1.419962,2.157552
26.030067,-1.732267,-1.499722,3.116314
26.063904,0.455363,-1.551199,3.829213
26.096724,-0.990038,-1.249070,5.588117
26.130199,-4.133288,-1.184574,6.262557
26.163712,-2.540039,-1.709072,7.712448
26.196721,-3.647696,-1.479669,11.559169
26.230045,-4.262579,-2.350591,12.843854
26.263955,-4.144062,-2.658257,10.396593
26.296728,-5.056435,-2.817627,12.982274
26.330021,-5.662938,-2.569968,16.258407
26.363887,-7.718284,-2.690281,16.000273
26.396726,-7.448178,-2.966821,17.995761
26.430036,-7.508933,-4.006241,21.706158
26.464180,-7.760932,-4.329021,21.232987
26.496897,-8.362198,-3.171084,25.139716
26.530453,-7.012418,-4.294154,21.063741
26.563850,-9.976546,-4.146157,17.386565
26.596710,-9.657806,-2.524776,14.982401
26.630293,-5.091302,-1.496878,6.868162
26.663520,-5.367244,-1.641433,9.123431
26.696789,-7.224911,-1.658193,11.626359
26.730066,-5.137542,-1.766086,12.036979
26.763898,-4.049937,-1.000962,11.154086
26.796763,-3.078604,-0.765573,8.661334
26.830080,-0.707362,-1.109752,5.975243
26.863388,-1.201932,-0.509684,7.312452
26.896889,-1.626619,-1.133695,5.467654
26.930093,-2.794432,-1.571550,4.932830
26.963370,-2.305549,-1.105562,5.204432
26.996934,-0.853863,-0.713946,4.340843
27.030024,-0.514173,-0.172538,3.204304
27.063403,-0.058361,-0.372761,2.360169
27.097087,-1.408140,-0.948736,4.287420
27.130022,-0.373359,-1.344243,3.719525
27.163465,1.015627,-0.619522,2.361515
27.197077,0.680875,-0.554726,2.034246
27.230032,1.506755,-0.853414,2.168177
27.263337,3.288553,-0.194386,1.435076
27.297017,1.422506,0.015862,1.951045
27.330014,-1.863354,-0.833062,5.205779
27.363466,-2.406109,-1.340651,5.222539
27.396974,-1.075933,-1.485356,4.000555
27.430118,-0.245115,-1.109303,3.835947
27.463375,-0.704220,-0.929432,5.422163
27.497041,-0.379644,-0.880649,5.073195
27.530024,-1.787635,-0.943648,5.678651
27.563809,-2.311684,-1.107657,5.911794
27.596692,-3.849714,-0.583458,7.669051
27.630139,-4.477916,-1.277502,9.063424
27.663717,-3.413206,-1.186070,9.764651
27.696684,-6.113064,-1.722989,12.708427
27.730229,-6.207040,-1.936978,16.311081
27.763700,-2.750886,-2.289537,14.851614
27.796673,-6.470711,-2.171618,16.248979
27.830987,-8.697398,-2.550065,21.022440
27.863366,-6.414146,-2.491405,19.825595
27.896774,-8.001558,-2.776026,24.229587
27.930681,-9.549465,-4.382443,23.119985
27.963365,-10.506731,-4.941210,16.651369
27.997021,-6.289044,-3.241266,17.065880
28.030058,-5.022616,-2.000128,16.007007
28.063352,-6.164092,-2.369596,12.733867
28.097113,-6.922632,-3.386270,11.614986
28.130027,-7.948884,-3.096113,11.667062
28.163379,-6.723308,-2.955747,13.413395
28.200281,-5.670420,-2.219205,12.722045
28.230043,-4.569497,-1.535935,12.004806
28.263388,-5.452540,-0.992881,10.665202
28.297016,-4.884046,-1.042113,9.845009
28.330269,-4.151993,-0.733999,9.027360
28.363481,-3.555666,-0.917611,4.125656
28.397245,-2.315575,-0.968788,1.892684
28.430027,-1.736457,-0.327419,4.382443
28.463460,-0.795053,0.045342,2.554704
28.497128,-1.658343,0.134230,1.659091
28.530016,-0.203365,-0.115973,1.997733
28.563825,1.761297,-0.068536,2.339219
28.596682,0.372012,-0.323528,3.444032
28.630052,-0.576425,-0.694643,2.815382
28.663749,0.347770,-0.806875,1.151353
28.696746,1.950446,-0.183313,0.597225
28.730140,2.440676,0.155180,-0.416456
28.763852,1.251614,-0.568942,0.504746
28.796985,-0.178674,-0.821390,3.373102
28.830064,-1.844349,-0.983154,4.775256
28.863985,-2.034845,-1.245927,5.227776
28.896676,-1.361601,-1.643977,5.168817
28.930033,0.741930,-1.783594,4.557376
28.963378,-0.892770,-1.935482,6.172173
28.996697,-3.061545,-1.856021,8.885200
29.030056,-1.164072,-1.294860,7.234339
29.063357,-1.205823,-2.085574,8.214500
29.096719,-5.359911,-2.022275,11.058763
29.130060,-3.189789,-2.575804,8.590702
29.163351,-5.534395,-2.735024,11.508740
29.196719,-5.339560,-2.811791,12.361854
29.230052,-4.079416,-4.084504,10.490569
29.263455,-6.969321,-3.627195,14.401188
29.296815,-4.930585,-2.912351,15.665671
29.330240,-6.292037,-1.734511,19.642432
29.363630,-6.079843,-0.989290,22.970791
29.396694,-6.187736,-1.909145,24.883228
29.430057,-8.019665,-2.606182,27.105126
29.464201,-6.844668,-2.321411,25.861144
29.496913,-5.783101,-3.300375,18.892572
29.530405,-8.122320,-2.786501,15.776557
29.563989,-5.602482,-2.371541,15.871430
29.596713,-5.237353,-2.325002,13.654171
29.630292,-6.022380,-2.337124,12.110454
29.663592,-4.594936,-1.871135,11.195537
29.697671,-5.456281,-1.244580,12.462265
29.730002,-7.150389,-0.413613,10.698872
29.763656,-2.128222,-1.788532,4.279040
29.796769,-6.452005,-1.690367,4.381994
29.830179,-4.245221,-0.159070,1.425349
29.863696,1.208666,0.394758,-0.808820
29.897038,-2.439629,-0.099961,-0.647954
29.930145,-2.117148,-0.559964,2.124032
29.963626,-2.209777,-0.425884,-0.562807
29.997074,-0.213690,-2.152614,-0.755098
30.030127,-3.562999,-1.892235,0.453418
30.063513,-0.698384,-3.516011,-0.872867
30.096890,-2.194215,-4.350420,-1.709371
30.130197,0.116123,-7.899502,3.179763
30.163471,1.273611,-1.858116,1.223630
30.197004,-0.294048,-7.340884,-3.476355
30.230144,1.729872,-9.860123,-8.044206
30.263385,2.400871,-6.856341,-10.149533
30.297582,3.426823,-8.060667,-7.766918
30.330130,2.921180,-7.006283,-11.040507
30.363479,3.453161,-6.417288,-11.585656
30.397428,3.842831,-7.209498,-4.566355
30.430125,3.541600,-6.514855,-4.059963
30.463511,4.032728,-5.641988,-8.814269
30.497500,4.913975,-8.339302,-9.077192
30.530188,1.144170,-6.337229,-7.822286
30.563502,-1.205374,-3.695283,-14.453563
30.597374,-0.226110,-7.964447,-3.167193
30.630156,0.086344,-9.017484,-11.460704
30.663515,-0.777545,-6.323612,-11.978469
30.697245,-0.137971,-6.768500,-6.447815
30.730156,0.423789,-7.141261,-5.963271
30.763550,0.210997,-6.823120,-8.737352
30.797290,-0.169845,-6.526079,-7.624009
30.830221,0.491128,-6.503183,-5.850590
30.863563,0.278785,-6.576359,-8.013529
30.897073,0.443841,-5.551753,-9.082878
30.930164,0.684168,-5.579437,-6.138204
30.963617,-0.379943,-5.934839,-5.398519
30.996849,0.409273,-5.488155,-7.784276
